,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss
0,10000,5000.0,1,0,T,1.0,Lose,0,H,,10000,5000.0,1,0,T,1.0,Lose,0,H,,10000,5000.0,1,0,T,1.0,Lose,0,H,,10000,5000.0,0,0,T,0.0,Win,1,T,,10000,5000.0,1,0,T,1.0,Lose,0,H,,10000,5000.0,1,0,T,1.0,Lose,0,H,,10000,5000.0,0,0,T,0.0,Win,1,T,,10000,5000.0,1,0,T,1.0,Lose,0,H,,10000,5000.0,0,0,T,0.0,Win,1,T,,10000,5000.0,1,0,T,1.0,Lose,0,H
1,5000.0,2500.0,2,1,H,1.0,Win,0,H,,5000.0,2500.0,2,1,H,1.0,Win,0,H,,5000.0,2500.0,1,1,H,0.5,Lose,1,T,,15000.0,7500.0,1,1,H,0.5,Win,1,H,,5000.0,2500.0,1,1,H,0.5,Lose,1,T,,5000.0,2500.0,2,1,H,1.0,Win,0,H,,15000.0,7500.0,0,1,H,0.0,Lose,2,T,,5000.0,2500.0,1,1,H,0.5,Lose,1,T,,15000.0,7500.0,1,1,H,0.5,Win,1,H,,5000.0,2500.0,1,1,H,0.5,Lose,1,T
2,7500.0,3750.0,3,2,T,1.0,Lose,0,H,,7500.0,3750.0,2,2,T,0.7,Win,1,T,,2500.0,1250.0,2,2,H,0.7,Win,1,H,,22500.0,11250.0,2,2,H,0.7,Win,1,H,,2500.0,1250.0,2,2,H,0.7,Win,1,H,,7500.0,3750.0,3,2,T,1.0,Lose,0,H,,7500.0,3750.0,1,2,H,0.3,Win,2,H,,2500.0,1250.0,1,2,H,0.3,Lose,2,T,,22500.0,11250.0,1,2,H,0.3,Lose,2,T,,2500.0,1250.0,1,2,H,0.3,Lose,2,T
3,3750.0,1875.0,3,3,T,0.8,Win,1,T,,11250.0,5625.0,3,3,H,0.8,Win,1,H,,3750.0,1875.0,2,3,H,0.5,Lose,2,T,,33750.0,16875.0,2,3,H,0.5,Lose,2,T,,3750.0,1875.0,3,3,H,0.8,Win,1,H,,3750.0,1875.0,4,3,T,1.0,Lose,0,H,,11250.0,5625.0,1,3,H,0.2,Lose,3,T,,1250.0,625.0,2,3,H,0.5,Win,2,H,,11250.0,5625.0,2,3,H,0.5,Win,2,H,,1250.0,625.0,2,3,H,0.5,Win,2,H
4,5625.0,2812.5,4,4,T,0.8,Lose,1,H,,16875.0,8437.5,4,4,T,0.8,Lose,1,H,,1875.0,937.5,2,4,H,0.4,Lose,3,T,,16875.0,8437.5,2,4,H,0.4,Lose,3,T,,5625.0,2812.5,4,4,T,0.8,Lose,1,H,,1875.0,937.5,5,4,T,1.0,Lose,0,H,,5625.0,2812.5,2,4,H,0.4,Win,3,H,,1875.0,937.5,3,4,H,0.6,Win,2,H,,16875.0,8437.5,3,4,H,0.6,Win,2,H,,1875.0,937.5,3,4,H,0.6,Win,2,H
5,2812.5,1406.25,5,5,T,0.8,Lose,1,H,,8437.5,4218.75,4,5,T,0.7,Win,2,T,,937.5,468.75,2,5,H,0.3,Lose,4,T,,8437.5,4218.75,2,5,H,0.3,Lose,4,T,,2812.5,1406.25,5,5,T,0.8,Lose,1,H,,937.5,468.75,5,5,T,0.8,Win,1,T,,8437.5,4218.75,3,5,H,0.5,Win,3,H,,2812.5,1406.25,4,5,H,0.7,Win,2,H,,25312.5,12656.25,3,5,H,0.5,Lose,3,T,,2812.5,1406.25,3,5,H,0.5,Lose,3,T
6,1406.25,703.125,6,6,T,0.9,Lose,1,H,,12656.25,6328.125,4,6,T,0.6,Win,3,T,,468.75,234.375,3,6,H,0.4,Win,4,H,,4218.75,2109.375,3,6,H,0.4,Win,4,H,,1406.25,703.125,5,6,T,0.7,Win,2,T,,1406.25,703.125,5,6,T,0.7,Win,2,T,,12656.25,6328.125,4,6,H,0.6,Win,3,H,,4218.75,2109.375,4,6,T,0.6,Win,3,T,,12656.25,6328.125,3,6,H,0.4,Lose,4,T,,1406.25,703.125,4,6,H,0.6,Win,3,H
7,703.125,351.5625,7,7,T,0.9,Lose,1,H,,18984.375,9492.1875,4,7,H,0.5,Lose,4,T,,703.125,351.5625,4,7,H,0.5,Win,4,H,,6328.125,3164.0625,3,7,H,0.4,Lose,5,T,,2109.375,1054.6875,5,7,T,0.6,Win,3,T,,2109.375,1054.6875,5,7,T,0.6,Win,3,T,,18984.375,9492.1875,5,7,H,0.6,Win,3,H,,6328.125,3164.0625,4,7,H,0.5,Lose,4,T,,6328.125,3164.0625,3,7,H,0.4,Lose,5,T,,2109.375,1054.6875,4,7,H,0.5,Lose,4,T
8,351.5625,175.78125,7,8,T,0.8,Win,2,T,,9492.1875,4746.09375,4,8,H,0.4,Lose,5,T,,1054.6875,527.34375,4,8,H,0.4,Lose,5,T,,3164.0625,1582.03125,4,8,H,0.4,Win,5,H,,3164.0625,1582.03125,6,8,T,0.7,Lose,3,H,,3164.0625,1582.03125,6,8,T,0.7,Lose,3,H,,28476.5625,14238.28125,5,8,T,0.6,Win,4,T,,3164.0625,1582.03125,4,8,H,0.4,Lose,5,T,,3164.0625,1582.03125,3,8,H,0.3,Lose,6,T,,1054.6875,527.34375,4,8,H,0.4,Lose,5,T
9,527.34375,263.671875,7,9,T,0.7,Win,3,T,,4746.09375,2373.046875,5,9,H,0.5,Win,5,H,,527.34375,263.671875,5,9,H,0.5,Win,5,H,,4746.09375,2373.046875,4,9,H,0.4,Lose,6,T,,1582.03125,791.015625,7,9,T,0.7,Lose,3,H,,1582.03125,791.015625,6,9,T,0.6,Win,4,T,,42714.84375,21357.421875,5,9,H,0.5,Lose,5,T,,1582.03125,791.015625,5,9,H,0.5,Win,5,H,,1582.03125,791.015625,4,9,H,0.4,Win,6,H,,527.34375,263.671875,5,9,H,0.5,Win,5,H
