,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0
0,10000,100.0,1.0,H,H,Win,1,0,,0,10000,100.0,1.0,H,H,Win,1,0,,0,10000,100.0,1.0,H,H,Win,1,0,,0,10000,100.0,1.0,H,H,Win,1,0,,0,10000,100.0,0.0,H,T,Lose,0,1,,0,10000,100.0,0.0,H,T,Lose,0,1,,0,10000,100.0,1.0,H,H,Win,1,0,,0,10000,100.0,1.0,H,H,Win,1,0,,0,10000,100.0,0.0,H,T,Lose,0,1,,0,10000,100.0,1.0,H,H,Win,1,0,
1,10100.0,101.0,0.5,T,T,Win,1,1,,1,10100.0,101.0,0.5,T,T,Win,1,1,,1,10100.0,101.0,0.5,T,T,Win,1,1,,1,10100.0,101.0,0.5,T,T,Win,1,1,,1,9900.0,99.0,0.0,T,T,Win,0,2,,1,9900.0,99.0,0.0,T,T,Win,0,2,,1,10100.0,101.0,0.5,H,T,Lose,1,1,,1,10100.0,101.0,1.0,T,H,Lose,2,0,,1,9900.0,99.0,0.0,T,T,Win,0,2,,1,10100.0,101.0,0.5,T,T,Win,1,1,
2,10201.0,102.01,0.7,T,H,Lose,2,1,,2,10201.0,102.01,0.3,T,T,Win,1,2,,2,10201.0,102.01,0.3,T,T,Win,1,2,,2,10201.0,102.01,0.3,T,T,Win,1,2,,2,9999.0,99.99000000000001,0.0,T,T,Win,0,3,,2,9999.0,99.99000000000001,0.0,T,T,Win,0,3,,2,9999.0,99.99000000000001,0.7,T,H,Lose,2,1,,2,9999.0,99.99000000000001,0.7,H,T,Lose,2,1,,2,9999.0,99.99000000000001,0.3,T,H,Lose,1,2,,2,10201.0,102.01,0.7,T,H,Lose,2,1,
3,10098.99,100.9899,0.8,H,H,Win,3,1,,3,10303.01,103.0301,0.5,T,H,Lose,2,2,,3,10303.01,103.0301,0.5,T,H,Lose,2,2,,3,10303.01,103.0301,0.5,T,H,Lose,2,2,,3,10098.99,100.9899,0.0,T,T,Win,0,4,,3,10098.99,100.9899,0.2,T,H,Lose,1,3,,3,9899.01,98.9901,0.8,T,H,Lose,3,1,,3,9899.01,98.9901,0.5,T,T,Win,2,2,,3,9899.01,98.9901,0.5,T,H,Lose,2,2,,3,10098.99,100.9899,0.8,H,H,Win,3,1,
4,10199.9799,101.99979900000001,0.6,H,T,Lose,3,2,,4,10199.9799,101.99979900000001,0.4,T,T,Win,2,3,,4,10199.9799,101.99979900000001,0.6,T,H,Lose,3,2,,4,10199.9799,101.99979900000001,0.6,T,H,Lose,3,2,,4,10199.9799,101.99979900000001,0.0,T,T,Win,0,5,,4,9998.0001,99.980001,0.4,T,H,Lose,2,3,,4,9800.0199,98.000199,0.8,H,H,Win,4,1,,4,9998.000100000001,99.98000100000002,0.4,T,T,Win,2,3,,4,9800.0199,98.000199,0.4,T,T,Win,2,3,,4,10199.9799,101.99979900000001,0.6,H,T,Lose,3,2,
5,10097.980101000001,100.97980101000002,0.7,T,H,Lose,4,2,,5,10301.979699,103.01979699,0.5,T,H,Lose,3,3,,5,10097.980101000001,100.97980101000002,0.7,H,H,Win,4,2,,5,10097.980101000001,100.97980101000002,0.7,H,H,Win,4,2,,5,10301.979699,103.01979699,0.0,T,T,Win,0,6,,5,9898.020099,98.98020099,0.3,T,T,Win,2,4,,5,9898.020099,98.98020099,0.7,H,T,Lose,4,2,,5,10097.980101000001,100.97980101000002,0.3,T,T,Win,2,4,,5,9898.020099,98.98020099,0.5,T,H,Lose,3,3,,5,10097.980101000001,100.97980101000002,0.5,T,T,Win,3,3,
6,9997.00029999,99.9700029999,0.6,H,T,Lose,4,3,,6,10198.95990201,101.9895990201,0.4,T,T,Win,3,4,,6,10198.959902010001,101.98959902010002,0.6,H,T,Lose,4,3,,6,10198.959902010001,101.98959902010002,0.6,H,T,Lose,4,3,,6,10404.99949599,104.0499949599,0.1,T,H,Lose,1,6,,6,9997.000299989999,99.97000299989999,0.3,T,T,Win,2,5,,6,9799.03989801,97.9903989801,0.6,H,T,Lose,4,3,,6,10198.959902010001,101.98959902010002,0.4,T,H,Lose,3,4,,6,9799.03989801,97.9903989801,0.4,T,T,Win,3,4,,6,10198.959902010001,101.98959902010002,0.4,T,T,Win,3,4,
7,9897.0302969901,98.97030296990101,0.5,T,T,Win,4,4,,7,10300.9495010301,103.009495010301,0.5,T,H,Lose,4,4,,7,10096.970302989901,100.96970302989901,0.6,T,H,Lose,5,3,,7,10096.970302989901,100.96970302989901,0.5,H,T,Lose,4,4,,7,10300.9495010301,103.009495010301,0.2,T,H,Lose,2,6,,7,10096.9703029899,100.969703029899,0.2,T,T,Win,2,6,,7,9701.0494990299,97.010494990299,0.5,H,T,Lose,4,4,,7,10096.970302989901,100.96970302989901,0.5,T,H,Lose,4,4,,7,9897.0302969901,98.97030296990101,0.4,T,T,Win,3,5,,7,10300.949501030102,103.00949501030102,0.5,T,H,Lose,4,4,
8,9996.000599960002,99.96000599960001,0.6,T,H,Lose,5,4,,8,10197.940006019799,101.97940006019799,0.6,T,H,Lose,5,4,,8,9996.000599960002,99.96000599960001,0.7,H,H,Win,6,3,,8,9996.000599960002,99.96000599960001,0.6,T,H,Lose,5,4,,8,10197.940006019799,101.97940006019799,0.3,T,H,Lose,3,6,,8,10197.940006019799,101.97940006019799,0.2,T,T,Win,2,7,,8,9604.0390040396,96.040390040396,0.4,T,T,Win,4,5,,8,9996.000599960002,99.96000599960001,0.6,T,H,Lose,5,4,,8,9996.000599960002,99.96000599960001,0.4,T,H,Lose,4,5,,8,10197.9400060198,101.979400060198,0.6,T,H,Lose,5,4,
9,9896.040593960402,98.96040593960403,0.6,H,H,Win,6,4,,9,10095.9606059596,100.95960605959601,0.5,T,T,Win,5,5,,9,10095.9606059596,100.95960605959601,0.7,H,H,Win,7,3,,9,9896.040593960402,98.96040593960403,0.6,H,H,Win,6,4,,9,10095.9606059596,100.95960605959601,0.3,T,T,Win,3,7,,9,10299.919406079996,102.99919406079997,0.2,T,T,Win,2,8,,9,9700.079394079996,97.00079394079997,0.4,T,T,Win,4,6,,9,9896.040593960402,98.96040593960403,0.5,H,T,Lose,5,5,,9,9896.040593960402,98.96040593960403,0.5,T,H,Lose,5,5,,9,10095.960605959603,100.95960605959603,0.6,T,H,Lose,6,4,
